id,name,host_id,host_profile_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
6758443,"Stylish Downtown Studio in the SouthEnd, C.Ave# 45",22348222,1462620857010380237,Maverick,,South End,42.34441,-71.07633,Entire home/apt,,1,269,2025-12-03,2.10,84,152,14,STR-441260
6758462,"Stylish Downtown Studio in the SouthEnd, C.Ave# 43",22348222,1462620857010380237,Maverick,,South End,42.34441,-71.07633,Entire home/apt,,1,194,2025-12-01,1.83,84,209,30,LB-101763
6758482,"Explore Newbury St, Fenway & South End Nearby #1",22348222,1462620857010380237,Maverick,,South End,42.34447,-71.07644,Entire home/apt,,1,166,2025-09-29,1.56,84,114,7,STR-589702
6759004,Iconic Newbury Street at Your Doorstep #10,22348222,1462620857010380237,Maverick,,Back Bay,42.34982,-71.08264,Entire home/apt,,1,286,2025-11-09,2.26,84,262,18,STR-445402
6759439,South End Studio Perfect for Work Travel #26,22348222,1462620857010380237,Maverick,,South End,42.34441,-71.07633,Entire home/apt,,1,125,2025-11-12,1.19,84,222,13,STR-441244
6762011,Perfect Spot Near Boston's Cultural Hub #22,22348222,1462620857010380237,Maverick,,South End,42.34441,-71.07633,Entire home/apt,,1,199,2025-11-29,1.78,84,99,40,LB-101763
6763409,"Minutes to Chinatown, Boston Common & Fenway Park",22348222,1462620857010380237,Maverick,,South End,42.34447,-71.07644,Entire home/apt,,1,265,2025-10-23,2.13,84,222,7,STR-589705
6780077,"Treetop+Balcony Suite, ocean view, safe, nr metro",9898255,1462826449099796915,Jessica,,Dorchester,42.31392,-71.06137,Entire home/apt,,2,145,2025-11-02,1.72,3,239,23,STR-547060
6800522,"Small room Easy to Downtown, Longwood Clean Sunny",18517776,1463055670185507901,Huggy,,Roxbury,42.31676,-71.08,Private room,,91,11,2016-09-21,0.09,29,365,0,
6810723,Minutes from Boston Common & the Public Garden #23,22348222,1462620857010380237,Maverick,,South End,42.34441,-71.07633,Entire home/apt,,1,174,2025-12-06,1.68,84,191,34,STR-441255
6819620,Renovated Parking EZ to downtown,18517776,1463055670185507901,Huggy,,Roxbury,42.31676,-71.08,Private room,,91,5,2017-11-23,0.04,29,365,0,
6843795,A Fenway Getaway,23249169,1465270638158082801,Helen,,Fenway,42.34512,-71.09479,Entire home/apt,,91,98,2019-10-14,0.77,1,246,0,
6851459,"Stylish Downtown Studio in the SouthEnd, C.Ave# 31",22348222,1462620857010380237,Maverick,,South End,42.34441,-71.07633,Entire home/apt,,1,259,2025-11-23,2.07,84,227,35,STR-441245
6851460,Explore Newbury Street Just Moments Away # 21,22348222,1462620857010380237,Maverick,,South End,42.34441,-71.07633,Entire home/apt,,1,176,2025-12-07,1.42,84,309,31,STR-441240
6879036,Live in the Heart of Newbury Street #3,22348222,1462620857010380237,Maverick,,Back Bay,42.34982,-71.08264,Entire home/apt,,1,274,2025-11-10,2.23,84,283,14,STR-445394
6908525,"Newbury St Living –Trendy, Vibrant, Unbeatable!#12",22348222,1462620857010380237,Maverick,,Back Bay,42.34982,-71.08264,Entire home/apt,,1,249,2025-11-12,1.95,84,268,11,STR-445404
6914622,"Exquisite Treetop Haven, JP Center, Driveway!",36238599,1465538131998298297,Julie,,Jamaica Plain,42.30849,-71.11721,Entire home/apt,,14,62,2024-10-25,0.49,1,270,0,STR-525739
7053454,Basement apartment in Charlestown,36992931,1465550958514639947,Ryan,,Charlestown,42.38239,-71.06393,Private room,,91,8,2016-07-29,0.06,1,365,0,
7086825,Private Room near public transport,34552909,1465508052287463139,Barrie,,Roslindale,42.28249,-71.1146,Private room,,29,26,2025-11-01,0.20,3,27,4,
7093184,Easy to downtown/Longwood Free Parking Clean House,18517776,1463055670185507901,Huggy,,Roxbury,42.31676,-71.08,Private room,,91,7,2017-05-01,0.05,29,365,0,
7161203,Cozy Rm Off-Street Parking EZ 2 downtown/Longwood,18517776,1463055670185507901,Huggy,,Roxbury,42.31676,-71.08,Private room,,91,6,2017-06-21,0.05,29,365,0,
7222349,M&R - Front Bedroom Bathroom Parking - Walk to T!,7988017,1462563298804000615,Polly M,,Dorchester,42.29325,-71.05707,Private room,,29,154,2023-09-30,1.24,3,360,0,STR-397983
7239024,M&R Quiet Back Room Parking Bathroom,7988017,1462563298804000615,Polly M,,Dorchester,42.29348,-71.05569,Private room,,29,240,2023-12-01,1.88,3,364,0,STR-397983
7287822,Light and airy separate apt in funky Jamaica Plain,17844905,1462603934385820321,Susan,,Jamaica Plain,42.31572,-71.10847,Entire home/apt,,2,395,2025-11-28,3.13,2,87,35,STR-460147
7298966,"Quiet, sunny studio, directly on the T",31289781,1465460316728421629,Dustin,,Brighton,42.343,-71.14416,Entire home/apt,,29,16,2025-09-03,0.15,1,59,2,
7310887,"Spacious 3 bed, in unit laundry, central Air",38302832,1465573059519496195,Joel,,Brighton,42.34532,-71.13829,Entire home/apt,,2,271,2025-09-14,2.14,1,356,8,STR-532114
7330494,Private apartment /parking/cozy garden.,38403389,1462678308153220413,Katarzyna,,South Boston,42.33053,-71.05388,Entire home/apt,,2,580,2025-12-23,4.57,1,233,53,STR-597334
7342489,"Near Boston Common, North End & Tufts Medical Cent",22348222,1462620857010380237,Maverick,,South End,42.34447,-71.07644,Entire home/apt,,29,131,2024-05-29,1.19,84,166,0,STR-415649
7474044,Unbeatable Location on Newbury Street #5,22348222,1462620857010380237,Maverick,,Back Bay,42.34982,-71.08264,Entire home/apt,,1,199,2025-12-10,1.73,84,295,38,STR-445397
7474855,Live in the Center of Newbury St Action! #11,22348222,1462620857010380237,Maverick,,Back Bay,42.34982,-71.08264,Entire home/apt,,1,292,2025-12-07,2.48,84,284,24,STR-445403
7475215,Copley Square & Historic Landmarks on Newbury St#2,22348222,1462620857010380237,Maverick,,Back Bay,42.34982,-71.08264,Entire home/apt,,1,255,2025-12-19,2.04,84,240,33,STR-445393
7475379,"Vibrant, Chic Newbury St – Stay in Style! #6",22348222,1462620857010380237,Maverick,,Back Bay,42.34982,-71.08264,Entire home/apt,,1,289,2025-12-08,2.36,84,274,24,STR-445403
7475573,Discover Boston from Newbury Street #8,22348222,1462620857010380237,Maverick,,Back Bay,42.34982,-71.08264,Entire home/apt,,1,381,2025-12-03,3.28,84,260,35,STR-445400
7476340,"Charming Studio in Boston Brownstone, #44",22348222,1462620857010380237,Maverick,,South End,42.34441,-71.07633,Entire home/apt,,1,220,2025-12-07,2.07,84,119,43,LB-101763
7482195,Private room near bus stop,34552909,1465508052287463139,Barrie,,Roslindale,42.28413,-71.11671,Private room,,29,9,2025-06-21,0.09,3,354,1,
7499960,Safe Central City Location! WalkToWork/Everywhere!,9529655,1462569979695574564,Suzanne,,Fenway,42.35045,-71.09567,Entire home/apt,,91,15,2021-07-24,0.12,4,362,0,
7511737,"Steps from South End, Tufts Medical Center & More,",22348222,1462620857010380237,Maverick,,South End,42.34447,-71.07644,Entire home/apt,,1,250,2025-11-14,2.01,84,197,4,STR-589709
7513906,"Sleek Rental in Beacon Hill, Near TD Garden/MGH #6",22348222,1462620857010380237,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,,29,225,2023-11-15,1.82,84,300,0,STR-589711
7514024,"Beacon Hill Gem, Close to TD Garden & MGH – #14",22348222,1462620857010380237,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,,1,230,2025-11-26,2.17,84,287,39,STR-463213
7514336,Convenient Beacon Hill Location Near TD Garden #11,22348222,1462620857010380237,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,,1,199,2025-12-15,1.71,84,321,20,STR-415628
7531700,Prime Rental by MGH & TD Garden – Beacon Hill #3,22348222,1462620857010380237,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,,1,214,2025-12-08,1.71,84,310,17,STR-415616
7575052,Great views from top floor #7,9653086,1462819743474271426,Glenn,,South End,42.34128,-71.07607,Entire home/apt,,31,92,2024-12-15,0.73,4,274,0,
7611271,Spacious 3BR | 2.5 BA + Office Single-Family Home,953185,1462515333231825504,Katie,,South Boston,42.333,-71.03544,Entire home/apt,,29,123,2025-02-28,0.97,1,318,1,STR-399169
7635616,"Beacon Hill – Prime Location, Near MGH #9",22348222,1462620857010380237,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,,1,354,2025-12-11,2.87,84,309,38,STR-463202
7664646,Large Luxury Condo near Boston T,40235019,1465600020381244501,Praveen,,Jamaica Plain,42.31247,-71.10808,Entire home/apt,,91,0,,,1,365,0,
7694365,"Stylish Downtown Studio in the SouthEnd, C.Ave# 41",22348222,1462620857010380237,Maverick,,South End,42.34441,-71.07633,Entire home/apt,,1,181,2025-11-24,1.57,84,198,13,STR-441251
7694559,"Heart of South End, Convenient, Comfy Studio #32",22348222,1462620857010380237,Maverick,,South End,42.34441,-71.07633,Entire home/apt,,1,217,2025-11-20,2.03,84,149,42,STR-441256
7713815,Ideal Location Near TD Garden and MGH #2,22348222,1462620857010380237,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,,1,243,2025-12-03,2.13,84,271,44,STR-415615
7728499,Close to TD Garden and MGH – Beacon Hill Living #8,22348222,1462620857010380237,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,,1,393,2025-12-10,3.14,84,294,18,STR-415624
7832890,Bright Beacon Hill Rental Close to MGH/TD Garden#7,22348222,1462620857010380237,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,,1,377,2025-11-20,3.24,84,206,31,STR-463200
7837202,"Beacon Hill – Prime Location, Near TD Garden #15",22348222,1462620857010380237,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,,1,175,2025-12-12,1.49,84,229,29,STR-463214
7854872,Perfect Beacon Hill Location – Near TD Garden #12,22348222,1462620857010380237,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,,1,232,2025-12-11,1.88,84,275,21,STR-415630
7900936,Morning Glory Bed & Breakfast!,41658743,1465619639807542016,Chris,,Hyde Park,42.24179,-71.12412,Private room,,29,134,2022-11-20,1.06,1,365,0,
7911936,Beacon Hill Rental Steps to MGH & TD Garden – #1,22348222,1462620857010380237,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,,1,246,2025-12-05,1.98,84,314,32,STR-415613
7916575,"Centrally located Studio in Boston ,#35",22348222,1462620857010380237,Maverick,,South End,42.34441,-71.07633,Entire home/apt,,1,263,2025-12-10,2.45,84,133,41,STR-441248
8025718,"Close to the North End, Fenway & Boston Common, #6",22348222,1462620857010380237,Maverick,,South End,42.34447,-71.07644,Entire home/apt,,1,117,2025-07-24,0.94,84,211,3,STR-589707
8082512,"Stylish Downtown Studio in the Boston, C.Ave# 34",22348222,1462620857010380237,Maverick,,South End,42.34441,-71.07633,Entire home/apt,,1,188,2025-11-16,1.51,84,167,19,STR-441247
8170181,Gorgeous Beacon Hill Apartment,26303242,1465360949119722674,Mark,,Beacon Hill,42.36105,-71.06645,Entire home/apt,,29,216,2025-08-03,1.73,1,128,4,
8206536,Prime Location in Boston's South End #25,22348222,1462620857010380237,Maverick,,South End,42.34441,-71.07633,Entire home/apt,,1,336,2025-11-29,3.15,84,98,65,LB-101763
8403945,Steps Away from Back Bay's Best Spots #33,22348222,1462620857010380237,Maverick,,South End,42.34441,-71.07633,Entire home/apt,,1,167,2025-11-25,1.55,84,167,36,STR-441257
8483020,Country Cottage in the City,44676705,1462697672979634057,Mark,,West Roxbury,42.25481,-71.14593,Entire home/apt,,4,205,2025-10-19,1.65,1,81,14,
8490356,Gorgeous and Bright Victorian Home,44581223,1465661874907416120,Andre,,Hyde Park,42.25274,-71.11599,Private room,,29,43,2025-04-30,0.34,5,365,2,STR-416718
8518237,Executive Garden Apartment,44851947,1465665835117227524,James,,Brighton,42.34196,-71.16095,Entire home/apt,,2,426,2025-12-12,3.41,1,246,44,STR-413555
8596566,South End Boston Apartment with Private Garden,3668535,1462531222405486463,Jonas,,South End,42.34587,-71.07257,Entire home/apt,,3,73,2025-10-28,0.59,1,270,15,STR-544908
8634599,"Stunning suite, historic victorian",45402419,1465673870088681248,Jil,,Jamaica Plain,42.30928,-71.11108,Private room,,91,39,2019-10-29,0.31,3,365,0,STR-413427
8645254,"Lovely, Quiet Room",41306542,1465614134529299063,Rebecca,,Hyde Park,42.25907,-71.11893,Private room,,91,17,2025-05-31,0.15,1,182,1,
8720718,Cozy studio apartment in Jamaica plain!,45771009,1462701214605642887,Riyo,,Jamaica Plain,42.3168,-71.10721,Entire home/apt,,2,736,2025-12-10,5.93,2,190,73,STR-383174
8732121,Ideal Rental by MGH & TD Garden – Beacon Hill #10,22348222,1462620857010380237,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,,1,313,2025-11-25,2.53,84,278,10,STR-463203
8734707,Suite Petite Attique by Longwood & Train,45824409,1465684261180456876,Celia,,Roxbury,42.32776,-71.09194,Private room,,7,256,2025-12-22,2.06,1,46,28,STR-516495
8908145,"Elegant, spacious boudoir with fireplace.",45402419,1465673870088681248,Jil,,Jamaica Plain,42.30861,-71.11105,Private room,,91,15,2019-10-21,0.13,3,365,0,STR-413427
8923817,"Elegant studio,kitchn, soaking tub",45402419,1465673870088681248,Jil,,Jamaica Plain,42.30994,-71.11119,Private room,,91,23,2018-10-21,0.19,3,365,0,
8947232,Just around the corner from the Red Line!,16186589,1462980594089558530,Marie,,Dorchester,42.28946,-71.06818,Private room,,30,17,2025-12-04,0.14,23,365,1,
9030478,Modern/chic one-bedroom in eco Smart Home -Room #1,15975701,1462975174120747723,Taylor,,Roxbury,42.31438,-71.07606,Private room,,1,55,2025-06-18,1.62,1,95,5,STR-520018
9114896,"Private fl w/2BR, 1B, 1LR w/full kitchen",43777733,1465650263494845212,Marc,,Brighton,42.35475,-71.15875,Entire home/apt,,29,75,2025-08-31,0.61,1,194,3,
9133627,Beacon Hill Rental Close to MGH & TD Garden – #4,22348222,1462620857010380237,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,,1,309,2025-12-10,2.77,84,259,25,STR-415618
9148781,Your Home Base for 1+ Months | The Lincoln Suite,5430185,1462540588451882153,Laura,,South End,42.34299,-71.07305,Entire home/apt,,4,23,2025-05-22,0.19,7,17,2,Exempt: This listing is a hotel or motel
9218312,"Arboretum retreat with AC, private bath, entrance.",47935411,1462708212509492968,Jone,,Roslindale,42.29021,-71.13046,Private room,,29,139,2020-03-16,1.14,1,90,0,STR-400545
9292118,Beautiful 2BD / 1 BA - 1st Floor,2935501,1462612878429731249,John,,West Roxbury,42.27843,-71.16233,Entire home/apt,,4,244,2025-10-23,1.99,1,29,24,STR-571740
9616816,Stunning triplex loft style condo - Quiet building,10778805,1462849418760982740,Paul,,Roxbury,42.33445358276367,-71.07862854003906,Entire home/apt,,91,0,,,2,362,0,
9685076,Workable & Inexpensive Room Near the 2 T lines!,16186589,1462980594089558530,Marie,,Dorchester,42.30489,-71.07071,Private room,,30,24,2025-07-11,0.20,23,364,1,
9834727,"Hideaway in Boston's North End-""Little Italy""",50648271,1462716969729705556,Richard,,North End,42.36594,-71.05669,Entire home/apt,,29,181,2025-08-03,1.49,1,178,1,STR-553035
10008626,Bright and Cozy Chinatown Apt,27014807,1465398361710559033,Geoff,,Chinatown,42.34862,-71.06172,Entire home/apt,,91,19,2024-05-12,0.16,1,26,0,
10132073,Extended stays,51992629,1465820590705832486,Jef,,East Boston,42.37126,-71.03893,Entire home/apt,,29,85,2025-09-16,0.73,1,230,9,STR-558637
10299047,"2BR w deck near subway, downtown & hospitals",52989144,1465858249777173224,Brian,,Jamaica Plain,42.31431,-71.10305,Entire home/apt,,45,54,2025-10-31,0.46,1,176,3,
10427199,The Boston Christopher Studio Suite,48494513,1465734787384062854,Inn Boston,,South End,42.3431,-71.07854,Entire home/apt,,29,103,2020-02-29,0.85,6,0,0,STR-423342
10427882,The Boston Christopher One Bedroom,48494513,1465734787384062854,Inn Boston,,South End,42.3432,-71.07846,Entire home/apt,,29,69,2021-04-11,0.57,6,0,0,STR-423339
10524872,Spacious loft in the quiet suburbs #1,7324551,1462729042518230903,Bo,,Brighton,42.34488,-71.15435,Private room,,60,16,2023-07-01,0.14,4,209,0,
10575430,Cozy 4BD apartment with AirBeds,16186589,1462980594089558530,Marie,,Dorchester,42.30027,-71.06324,Entire home/apt,,30,3,2018-12-23,0.03,23,363,0,
10749312,"Welcome to JP Boston! 3BR home w/parking, near T",55571157,1465910328961427551,Steve,,Jamaica Plain,42.31659,-71.10565,Entire home/apt,,2,56,2025-10-05,0.48,1,3,7,STR447709
10787333,Garden Apt - Highland Park/Fort Hill (Orange Line),22901863,1463191290908661336,Ziyad,,Roxbury,42.32777,-71.09331,Entire home/apt,,4,98,2025-12-13,0.84,1,328,6,STR-481385
10835494,"2-bedrom loft condo near BC, BU & Fenway w/parking",8207666,1462751845949754073,Greg,,Brighton,42.33786,-71.15137,Entire home/apt,,29,74,2025-09-01,0.65,1,360,1,
10883063,spacious 3rd floor loft in home,24593919,1465308651467094450,Minor,,Jamaica Plain,42.32385,-71.10746,Entire home/apt,,91,70,2018-08-22,0.59,1,90,0,
11202183,Second Oldest Home in Beacon Hill,58330337,1466699133157135910,Norah,,Beacon Hill,42.35786,-71.06482,Entire home/apt,,1,835,2025-11-05,7.20,1,223,71,STR-411266
11258721,Sizeable Private Room w/ Air Bed & Convenient to T,16186589,1462980594089558530,Marie,,Dorchester,42.303,-71.07109,Private room,,30,19,2025-07-01,0.16,23,210,2,
11357756,BEST LOCATION IN THE CITY STUDIO W/ FAST WIFI,56359408,1465922611132469243,Billy,,Downtown,42.35145,-71.06461,Entire home/apt,,91,43,2024-08-15,0.39,3,364,0,
11376403,Spacious & Great Private Room Near T!,16186589,1462980594089558530,Marie,,Dorchester,42.30372,-71.07226,Private room,,30,21,2025-10-30,0.18,23,302,1,
11521541,Historic and Charming Brownstone,14133713,1462931329879495387,Katy,,Charlestown,42.38231,-71.06871,Entire home/apt,,29,10,2018-05-04,0.09,1,336,0,STR-406505
11656698,Spacious 2 bedroom Apartment.,8898973,1462789820330998349,Gianni,,Roxbury,42.32378,-71.09648,Entire home/apt,,30,230,2025-06-15,1.93,5,180,2,Exempt: This listing is a unit used for furnished institutional or business stays
11759332,Pleasant & Lovely Room Near T!,16186589,1462980594089558530,Marie,,Dorchester,42.28921,-71.06337,Private room,,30,16,2025-08-09,0.17,23,365,1,
11760822,"Boston ШkolarFlat - safe space, nice view #BC/BU",50437930,1462716398234958409,Misha,,Brighton,42.34091,-71.15012,Entire home/apt,,1,133,2025-12-05,1.13,2,6,4,STR-587989
11799953,Pristine private apt South End Walk everywhere,62835472,1466775443631178867,Maja,,South End,42.3428,-71.07836,Entire home/apt,,4,86,2025-11-02,1.04,2,269,12,STR-545122
11813641,Boston North End Luxurious One Bedroom Condo,10250257,1462835501661641694,Caroline,,North End,42.36538,-71.05159,Entire home/apt,,91,22,2018-08-12,0.21,2,117,0,
11871190,Spacious loft in the quiet suburbs #2,7324551,1462729042518230903,Bo,,Brighton,42.3454,-71.1532,Private room,,60,20,2025-08-22,0.17,4,120,3,
12040113,"Cozy, Clean, Convenient. Private 4 rm, 2 bdrm APT",27842033,1465410891983561891,Bernard,,Mattapan,42.27178,-71.07731,Entire home/apt,,29,205,2024-11-09,2.01,5,45,0,STR-409168
12103501,Inexpensive & Clean Private Bedroom!,16186589,1462980594089558530,Marie,,Dorchester,42.30586,-71.07225,Private room,,30,24,2025-11-04,0.21,23,364,5,
12175961,"""Short Steps to Shawmut Red Line Stop!""",16186589,1462980594089558530,Marie,,Dorchester,42.28793,-71.06812,Private room,,30,16,2025-11-03,0.14,23,364,2,
12269155,Boston Apartment (North End),66084480,1466816935404124481,Richard,,Downtown,42.36332,-71.05897,Entire home/apt,,29,405,2024-10-01,3.43,1,329,0,STR-409365
12287958,Copley Vacation Rental on the Park  w/ patio M325,32532791,1465477386459707846,Marie,,South End,42.34218,-71.07334,Entire home/apt,,3,80,2025-10-29,0.68,6,199,6,STR-454027
12336281,Spacious loft in the quiet suburbs #3,7324551,1462729042518230903,Bo,,Brighton,42.34504,-71.15406,Private room,,60,23,2025-12-08,0.20,4,181,3,
12344142,Top Rated Apartment! Exceptional Location!,10619687,1462845357313059230,Mechaal Belkacem,,East Boston,42.37032,-71.03974,Entire home/apt,,91,125,2025-11-30,1.32,1,219,3,
